time_elapsed,clipfrac,policy_loss,n_updates,ep_len_mean,value_loss,approxkl,explained_variance,policy_entropy,serial_timesteps,true_reward,ep_reward_mean,total_timesteps,fps
44.59387016296387,0.015124001,-0.0019156812,134,68.37,45.69656,0.0019034445,0.7411184906959534,5.491246,33500,-0.37208778,-10.187147310973579,3350000,198350
44.91758322715759,0.020316001,-0.0025443335,135,67.31,41.558052,0.0024023647,0.7484697997570038,5.488333,33750,-0.38576844,-11.815107026610258,3375000,204461
45.23664736747742,0.019912,-0.0020250885,136,63.86,40.270195,0.002313432,0.744293600320816,5.486939,34000,-0.37737557,-7.272328627171446,3400000,202086
45.55500340461731,0.007232,-0.0010937549,137,66.78,52.084522,0.0012458136,0.7392616868019104,5.4831223,34250,-0.34921888,-9.915988441719483,3425000,200122
45.878100633621216,0.0212,-0.0023434677,138,61.94,42.444016,0.0022308514,0.7546308487653732,5.479817,34500,-0.3653128,-7.242704206673443,3450000,200454
46.200101375579834,0.010551999,-0.0015522877,139,66.51,47.410835,0.0015020529,0.754353404045105,5.476208,34750,-0.34233874,-6.831310223511882,3475000,197199
46.52489256858826,0.016576001,-0.0025883045,140,77.78,42.301018,0.0019181136,0.7657277584075928,5.470132,35000,-0.34514895,-12.688494133764388,3500000,203837
46.84449243545532,0.021464,-0.0020221025,141,60.36,58.68682,0.0025076086,0.7363072633743286,5.4636564,35250,-0.3818669,-12.135591314710728,3525000,205739
47.16310119628906,0.021744,-0.0025961727,142,75.94,44.70631,0.0023519327,0.756703794002533,5.462036,35500,-0.34253055,-10.538361232612953,3550000,193315
47.48786520957947,0.019996,-0.002320103,143,65.92,44.307617,0.0024859577,0.7472822666168213,5.4584365,35750,-0.36768094,-9.905511615845956,3575000,208528
47.805187702178955,0.0125359995,-0.0019397356,144,71.63,53.824524,0.0017744396,0.7505124807357788,5.455454,36000,-0.34022734,-10.530274063820816,3600000,201845
48.127522706985474,0.02658,-0.0019668113,145,70.71,42.824448,0.0027933572,0.7640230655670166,5.454668,36250,-0.35532594,-9.57466090809422,3625000,190949
48.45453333854675,0.026528,-0.0024405061,146,72.5,40.615356,0.002706127,0.7718444317579269,5.453355,36500,-0.3443763,-6.587904226682912,3650000,211118
48.7676956653595,0.021635998,-0.002542712,147,77.67,35.859627,0.002579247,0.8071390837430954,5.4517145,36750,-0.38865203,-15.400831642117248,3675000,214098
49.08098125457764,0.017632,-0.0018034792,148,71.85,49.721527,0.0021598733,0.7517336905002594,5.4494023,37000,-0.3167899,-10.303523028027177,3700000,196396
49.402782917022705,0.0148680005,-0.0012825795,149,69.96,60.260784,0.0018998084,0.6976943016052246,5.4473624,37250,-0.29734474,-7.711140989203079,3725000,201409
49.725067377090454,0.027619999,-0.0025163698,150,63.74,51.00167,0.0030004089,0.7754676043987274,5.447661,37500,-0.35447234,-7.709118241392607,3750000,201148
50.05220651626587,0.031724,-0.0023688804,151,69.54,43.552784,0.0031947307,0.7760698646306992,5.447277,37750,-0.32612216,-7.625093982717408,3775000,203206
50.36969065666199,0.020003999,-0.002163574,152,84.02,53.156746,0.0023727112,0.7814283967018127,5.4448633,38000,-0.3563064,-16.427958167651596,3800000,204681
50.68618631362915,0.027603999,-0.0019208796,153,67.25,51.001896,0.0028324518,0.724472850561142,5.4445295,38250,-0.30692258,-5.538544645488537,3825000,201762
51.0106897354126,0.026752,-0.0023509196,154,66.99,46.159157,0.002755118,0.7569165229797363,5.441076,38500,-0.29558665,-2.3838005768817947,3850000,201097
51.333168029785156,0.018596,-0.0022118837,155,79.2,45.06675,0.0023143021,0.7816521972417831,5.4372215,38750,-0.31265345,-8.841685318791669,3875000,203860
51.654261112213135,0.032824,-0.0015535083,156,79.9,80.19954,0.0032335606,0.7097298800945282,5.434231,39000,-0.2265897,-6.468034428102573,3900000,199628
51.97888112068176,0.021552,-0.0022030554,157,63.31,70.62404,0.002375026,0.7409981787204742,5.4309225,39250,-0.2761062,-7.979962853145534,3925000,203575
52.29928684234619,0.018708,-0.0015236635,158,77.23,76.86268,0.0022886265,0.7216597497463226,5.4267097,39500,-0.2575934,-6.475877732901081,3950000,201011
52.61864352226257,0.02836,-0.0019975726,159,75.57,60.727417,0.0028471677,0.7597168684005737,5.4231987,39750,-0.28575292,-10.195376032178865,3975000,205524
52.936962366104126,0.021448,-0.0016442239,160,91.56,70.19875,0.0024383168,0.7663825899362564,5.4218507,40000,-0.2726726,-19.770758251585285,4000000,206495
53.255404472351074,0.012652,-0.0007717748,161,80.73,78.63222,0.0017236344,0.7277901768684387,5.418877,40250,-0.23552296,-5.5787520607906025,4025000,210433
53.57058882713318,0.020879999,-0.001792307,162,75.8,74.40276,0.0025587913,0.7471873164176941,5.416009,40500,-0.26229098,-9.958123772204853,4050000,204446
53.89267373085022,0.024508,-0.0021170857,163,85.04,48.976658,0.002598599,0.7765503078699112,5.4135847,40750,-0.29639027,-9.82665801153169,4075000,204256
54.209778785705566,0.018908,-0.0015448505,164,83.55,61.855743,0.0021560432,0.7280093133449554,5.4088197,41000,-0.23731764,-6.8105203664687295,4100000,205180
54.52926969528198,0.011907999,-0.0017852166,165,80.75,69.42484,0.0016488362,0.7439377903938293,5.4044333,41250,-0.24035892,-9.269910905734896,4125000,191900
54.85566258430481,0.027936,-0.0027127075,166,75.82,50.537594,0.0029491126,0.7783226519823074,5.4001913,41500,-0.2923818,-5.81178045771233,4150000,204636
55.17689776420593,0.020548001,-0.0017727813,167,74.35,68.761925,0.0023253812,0.7589892894029617,5.3971386,41750,-0.26199228,-9.84714089544541,4175000,199546
55.50259828567505,0.0154,-0.0014181321,168,75.2,96.28695,0.0020026416,0.7193809747695923,5.3939524,42000,-0.18524943,-9.439913952773095,4200000,186692
55.837700605392456,0.023168001,-0.0016294314,169,66.1,63.389606,0.0025952866,0.7674018740653992,5.3908176,42250,-0.28214177,-6.520214768455953,4225000,193330
56.164170026779175,0.018084,-0.0016046675,170,65.95,65.81519,0.002221675,0.7433089911937714,5.389167,42500,-0.2584367,-3.7795295043579515,4250000,196182
56.49298858642578,0.018096,-0.0017466117,171,75.3,97.90408,0.0021862432,0.6906254887580872,5.3872466,42750,-0.14938837,-6.830007679305417,4275000,202605
